Date,Open,High,Low,Close,% Change,% Change vs Average,Volume
1993-04-01T05:00:00.000Z,3435.11,3481.58,3363.79,3427.55,-0.2201,-0.9119,"64,598"
1993-05-03T04:00:00.000Z,3427.55,3565.07,3415.88,3527.43,2.91,2.22,"47,265"
1993-06-01T04:00:00.000Z,3527.15,3569.5,3462.66,3516.08,-0.3218,-1.01,"46,115"
1993-07-01T04:00:00.000Z,3516.08,3583.9,3449.93,3539.47,0.6652,-0.0266,"50,096"
1993-08-02T04:00:00.000Z,3538.08,3663.83,3536.96,3651.25,3.16,2.47,"52,661"
1993-09-01T04:00:00.000Z,3651.25,3655.72,3528.85,3555.12,-2.63,-3.32,"48,780"
1993-10-01T04:00:00.000Z,3555.12,3708.82,3554,3680.59,3.53,2.84,"52,913"
1993-11-01T05:00:00.000Z,3679.2,3718.04,3600.67,3683.95,0.0913,-0.6006,"56,668"
1993-12-01T05:00:00.000Z,3683.95,3799.64,3683.95,3754.09,1.9,1.21,"50,136"
1994-01-03T05:00:00.000Z,3753.53,3985.67,3743.1,3978.36,5.97,5.28,"61,954"
1994-02-01T05:00:00.000Z,3976.39,3981.73,3826.68,3832.02,-3.68,-4.37,"50,857"
1994-03-01T05:00:00.000Z,3832.02,3895.94,3559.67,3635.96,-5.12,-5.81,"66,747"
1994-04-01T05:00:00.000Z,3635.39,3710.25,3520.8,3681.69,1.26,0.5659,"56,670"
1994-05-02T04:00:00.000Z,3678.12,3773.1,3623.1,3758.37,2.08,1.39,"50,557"
1994-06-01T04:00:00.000Z,3758.06,3823.39,3610.4,3624.96,-3.55,-4.24,"53,700"
1994-07-01T04:00:00.000Z,3624.32,3770,3623.02,3764.5,3.85,3.16,"45,082"
1994-08-01T04:00:00.000Z,3762.88,3939.32,3736.66,3913.42,3.96,3.26,"62,518"
1994-09-01T04:00:00.000Z,3913.42,3954.89,3820.31,3843.19,-1.79,-2.49,"59,149"
1994-10-03T04:00:00.000Z,3842.51,3949.5,3748.31,3908.12,1.69,0.9976,"63,627"
1994-11-01T05:00:00.000Z,3908.12,3908.12,3638.97,3739.22,-4.32,-5.01,"61,328"
1994-12-01T05:00:00.000Z,3739.22,3866.4,3655.11,3834.44,2.55,1.85,"53,341"
1995-01-02T05:00:00.000Z,3834.44,3936.72,3794.4,3843.86,0.2457,-0.4462,"61,577"
1995-02-01T05:00:00.000Z,3841.5,4021.43,3831.41,4011.05,4.35,3.66,"53,985"
1995-03-01T05:00:00.000Z,4009.67,4198.5,3945.69,4157.69,3.66,2.96,"70,257"
1995-04-03T04:00:00.000Z,4157,4328.19,4155.27,4321.27,3.93,3.24,"54,754"
1995-05-01T04:00:00.000Z,4321.27,4465.14,4301.9,4465.14,3.33,2.64,"68,994"
1995-06-01T04:00:00.000Z,4465.14,4592.76,4407.04,4556.1,2.04,1.35,"63,214"
1995-07-03T04:00:00.000Z,4556.1,4746.85,4551.6,4708.47,3.34,2.65,"66,557"
1995-08-01T04:00:00.000Z,4708.47,4754.6,4570.76,4610.56,-2.08,-2.77,"62,301"
1995-09-01T04:00:00.000Z,4611.96,4816.54,4607.03,4789.08,3.87,3.18,"70,270"
1995-10-02T04:00:00.000Z,4789.08,4816.54,4660.47,4755.48,-0.7016,-1.39,"65,877"
1995-11-01T05:00:00.000Z,4755.48,5143.1,4744.64,5074.5,6.71,6.02,"59,897"
1995-12-01T05:00:00.000Z,5090.8,5266.7,5016.7,5117.1,0.8395,0.1477,"60,228"
1996-01-01T05:00:00.000Z,5156.9,5433.2,5000.1,5395.3,5.44,4.74,"85,155"
1996-02-01T05:00:00.000Z,5395.3,5693.4,5319.4,5485.6,1.67,0.9818,"77,558"
1996-03-01T05:00:00.000Z,5467.6,5755.86,5395.3,5587.14,1.85,1.16,"83,113"
1996-04-01T05:00:00.000Z,5587.14,5737.07,5382.66,5569.08,-0.3232,-1.02,"75,653"
1996-05-01T04:00:00.000Z,5569.08,5833.04,5327.74,5643.18,1.33,0.6387,"80,191"
1996-06-03T04:00:00.000Z,5643.18,5770.61,5559.69,5654.63,0.2029,-0.4889,"64,778"
1996-07-01T04:00:00.000Z,5654.63,5769.88,5170.11,5528.91,-2.22,-2.92,"77,987"
1996-08-01T04:00:00.000Z,5528.91,5761.95,5507.83,5616.21,1.58,0.8871,"61,581"
1996-09-02T04:00:00.000Z,5616.21,5938.76,5550.37,5882.17,4.74,4.04,"64,932"
1996-10-01T04:00:00.000Z,5882.17,6162.8,5833.72,6029.38,2.5,1.81,"76,129"
1996-11-01T05:00:00.000Z,6029.38,6606.3,5975.34,6521.7,8.17,7.47,"74,154"
1996-12-02T05:00:00.000Z,6521.7,6623.96,6206.83,6448.27,-1.13,-1.82,"78,118"
1997-01-01T05:00:00.000Z,6448.27,6953.55,6318.96,6813.09,5.66,4.97,"100,392"
1997-02-03T05:00:00.000Z,6813.09,7112.87,6683.4,6877.74,0.9489,0.2571,"76,600"
1997-03-03T05:00:00.000Z,6877.74,7158.28,6532.49,6583.48,-4.28,-4.97,"94,917"
1997-04-01T05:00:00.000Z,6583.48,7081.23,6315.84,7008.99,6.46,5.77,"109,883"
1997-05-01T04:00:00.000Z,7008.99,7430.2,6891.39,7331.04,4.59,3.9,"104,659"
1997-06-02T04:00:00.000Z,7331.04,7868.44,7214.29,7672.79,4.66,3.97,"108,674"
1997-07-01T04:00:00.000Z,7672.79,8328.99,7613.53,8222.61,7.17,6.47,"126,504"
1997-08-01T04:00:00.000Z,8222.61,8340.14,7580.85,7622.42,-7.3,-7.99,"112,318"
1997-09-01T04:00:00.000Z,7650.99,8078.36,7556.23,7945.26,4.24,3.54,"121,553"
1997-10-01T04:00:00.000Z,7945.26,8218.34,6933.01,7442.08,-6.33,-7.02,"160,503"
1997-11-03T05:00:00.000Z,7503.48,7934.53,7334.77,7823.13,5.12,4.43,"106,828"
1997-12-01T05:00:00.000Z,7823.62,8209.56,7563.23,7908.25,1.09,0.3962,"115,606"
1998-01-01T05:00:00.000Z,7908.25,8072.91,7391.59,7906.5,-0.0221,-0.714,"132,428"
1998-02-02T05:00:00.000Z,7987.46,8616.72,7987.46,8545.72,8.08,7.39,"103,147"
1998-03-02T05:00:00.000Z,8545.72,8997.11,8377.32,8799.81,2.97,2.28,"119,188"
1998-04-01T05:00:00.000Z,8799.81,9213.33,8748.74,9063.37,3,2.3,"138,797"
1998-05-01T04:00:00.000Z,9066.61,9261.91,8788.1,8899.95,-1.8,-2.49,"107,254"
1998-06-01T04:00:00.000Z,8899.95,9104.72,8569.88,8952.02,0.5851,-0.1068,"128,758"
1998-07-01T04:00:00.000Z,8958.99,9367.84,8816.09,8883.29,-0.7678,-1.46,"149,862"
1998-08-03T04:00:00.000Z,8883.29,8886.12,7539.07,7539.07,-15.13,-15.82,"164,166"
1998-09-01T04:00:00.000Z,7539.07,8182.47,7400.3,7842.62,4.03,3.33,"189,716"
1998-10-01T04:00:00.000Z,7841.33,8659.81,7467.49,8592.1,9.56,8.86,"191,633"
1998-11-02T05:00:00.000Z,8595.7,9380.2,8595.7,9124.28,6.19,5.5,"138,905"
1998-12-01T05:00:00.000Z,9124.28,9334.88,8676.03,9201.26,0.8437,0.1518,"148,900"
1999-01-01T05:00:00.000Z,9201.26,9647.96,9063.26,9358.83,1.71,1.02,"174,650"
1999-02-01T05:00:00.000Z,9358.83,9611.33,9099.04,9306.58,-0.5583,-1.25,"154,522"
1999-03-01T05:00:00.000Z,9306.58,10085,9211.23,9786.16,5.15,4.46,"194,838"
1999-04-01T05:00:00.000Z,9786.16,10962,9765.63,10789,10.25,9.56,"209,694"
1999-05-03T04:00:00.000Z,11015,11131,10434,10560,-2.13,-2.82,"184,273"
1999-06-01T04:00:00.000Z,10560,11003,10409,10971,3.89,3.2,"176,690"
1999-07-01T04:00:00.000Z,10971,11252,10648,10655,-2.88,-3.57,"167,194"
1999-08-02T04:00:00.000Z,10655,11366,10549,10829,1.63,0.9424,"181,984"
1999-09-01T04:00:00.000Z,10829,11142,10081,10337,-4.55,-5.24,"175,192"
1999-10-01T04:00:00.000Z,10336,10790,9976.02,10732,3.82,3.13,"229,394"
1999-11-01T05:00:00.000Z,10696,11113,10536,10878,1.36,0.6691,"325,062"
1999-12-01T05:00:00.000Z,10875,11569,10860,11497,5.69,5,"316,596"
2000-01-03T05:00:00.000Z,11495,11750,10702,10941,-4.84,-5.53,"382,613"
2000-02-01T05:00:00.000Z,10952,11119,9836.06,10128,-7.42,-8.12,"366,040"
2000-03-01T05:00:00.000Z,10164,11235,9731.81,10922,7.84,7.14,"475,444"
2000-04-03T04:00:00.000Z,10922,11425,10202,10734,-1.72,-2.41,"404,973"
2000-05-01T04:00:00.000Z,10734,10971,10259,10522,-1.97,-2.66,"381,700"
2000-06-01T04:00:00.000Z,10550,10863,10335,10448,-0.7074,-1.4,"378,972"
2000-07-03T04:00:00.000Z,10435,10875,10393,10522,0.7091,0.0173,"324,887"
2000-08-01T04:00:00.000Z,10522,11319,10517,11215,6.59,5.9,"362,074"
2000-09-01T04:00:00.000Z,11277,11401,10567,10651,-5.03,-5.72,"464,119"
2000-10-02T04:00:00.000Z,10682,10995,9654.64,10971,3.01,2.31,"625,602"
2000-11-01T05:00:00.000Z,10917,11007,10292,10414,-5.07,-5.77,"468,031"
2000-12-01T05:00:00.000Z,10449,10918,10299,10788,3.59,2.89,"520,668"
2001-01-01T05:00:00.000Z,10703,11028,10468,10887,0.9211,0.2293,"582,598"
2001-02-01T05:00:00.000Z,10893,11035,10294,10495,-3.6,-4.29,"416,478"
2001-03-01T05:00:00.000Z,10440,10860,9106.54,9878.78,-5.87,-6.57,"604,498"
2001-04-02T04:00:00.000Z,9877.16,10906,9375.72,10735,8.67,7.98,"517,702"
2001-05-01T04:00:00.000Z,10734,11350,10673,10912,1.65,0.9567,"451,808"
2001-06-01T04:00:00.000Z,10914,11197,10395,10502,-3.75,-4.44,"488,632"
2001-07-02T04:00:00.000Z,10505,10679,10121,10523,0.1943,-0.4975,"460,589"
2001-08-01T04:00:00.000Z,10527,10610,9869.14,9949.75,-5.45,-6.14,"408,340"
2001-09-03T04:00:00.000Z,9946.98,10182,8062.34,8847.56,-11.08,-11.77,"555,503"
2001-10-01T04:00:00.000Z,8845.97,9598.17,8732.14,9075.14,2.57,1.88,"572,203"
2001-11-01T05:00:00.000Z,9087.45,9992.79,9014.46,9851.56,8.56,7.86,"466,480"
2001-12-03T05:00:00.000Z,9848.93,10184,9703.9,10022,1.73,1.03,"426,619"
2002-01-01T05:00:00.000Z,10022,10300,9529.46,9920,-1.01,-1.7,"495,576"
2002-02-01T05:00:00.000Z,9923.04,10255,9580.32,10106,1.88,1.18,"465,180"
2002-03-01T05:00:00.000Z,10111,10673,10111,10404,2.95,2.25,"455,995"
2002-04-01T05:00:00.000Z,10402,10402,9811.57,9946.22,-4.4,-5.09,"511,185"
2002-05-01T04:00:00.000Z,9944.9,10353,9802.23,9925.25,-0.2108,-0.9027,"480,080"
2002-06-03T04:00:00.000Z,9923.94,9986.49,8926.57,9243.26,-6.87,-7.56,"579,707"
2002-07-01T04:00:00.000Z,9239.25,9410.38,7532.66,8736.59,-5.48,-6.17,"766,282"
2002-08-01T04:00:00.000Z,8732.58,9077.01,8030.82,8663.5,-0.8366,-1.53,"559,136"
2002-09-02T04:00:00.000Z,8659.27,8726.9,7460.78,7591.93,-12.37,-13.06,"560,183"
2002-10-01T04:00:00.000Z,7593.04,8558.63,7197.49,8397.03,10.6,9.91,"749,883"
2002-11-01T05:00:00.000Z,8395.64,8950.33,8298.68,8896.09,5.94,5.25,"534,295"
2002-12-02T05:00:00.000Z,8902.95,9043.37,8242.91,8341.63,-6.23,-6.92,"460,722"
2003-01-01T05:00:00.000Z,8342.38,8869.29,7917.16,8053.81,-3.45,-4.14,"542,661"
2003-02-03T05:00:00.000Z,8053.74,8152.53,7628.99,7891.08,-2.02,-2.71,"441,832"
2003-03-03T05:00:00.000Z,7890.24,8522.18,7416.64,7992.13,1.28,0.5887,"561,629"
2003-04-01T05:00:00.000Z,7992.83,8559.77,7979.69,8480.09,6.11,5.41,"512,858"
2003-05-01T04:00:00.000Z,8478.48,8868.33,8340.23,8850.26,4.37,3.67,"486,585"
2003-06-02T04:00:00.000Z,8851.45,9352.77,8851.45,8985.44,1.53,0.8356,"498,786"
2003-07-01T04:00:00.000Z,8983.66,9361.4,8871.2,9233.8,2.76,2.07,"491,139"
2003-08-01T04:00:00.000Z,9232.68,9499.97,8997.11,9415.82,1.97,1.28,"381,305"
2003-09-01T04:00:00.000Z,9416.67,9686.08,9230.47,9275.06,-1.49,-2.19,"438,545"
2003-10-01T04:00:00.000Z,9276.8,9850.01,9276.8,9801.12,5.67,4.98,"479,469"
2003-11-03T05:00:00.000Z,9802.46,9903.57,9585.5,9782.46,-0.1904,-0.8822,"354,852"
2003-12-01T05:00:00.000Z,9785.35,10462,9785.35,10454,6.86,6.17,"417,369"
2004-01-01T05:00:00.000Z,10453,10705,10367,10488,0.3267,-0.3652,"438,052"
2004-02-02T05:00:00.000Z,10488,10754,10435,10584,0.9139,0.2221,"381,976"
2004-03-01T05:00:00.000Z,10582,10696,10007,10358,-2.14,-2.83,"496,669"
2004-04-01T05:00:00.000Z,10358,10571,10219,10226,-1.28,-1.97,"453,000"
2004-05-03T04:00:00.000Z,10227,10386,9852.19,10188,-0.363,-1.05,"401,681"
2004-06-01T04:00:00.000Z,10187,10488,10135,10435,2.42,1.73,"411,110"
2004-07-01T04:00:00.000Z,10434,10448,9913.92,10140,-2.83,-3.53,"445,219"
2004-08-02T04:00:00.000Z,10138,10211,9783.91,10174,0.3374,-0.3545,"372,181"
2004-09-01T04:00:00.000Z,10170,10363,9977.92,10080,-0.9205,-1.61,"462,664"
2004-10-01T04:00:00.000Z,10082,10270,9708.4,10027,-0.5238,-1.22,"529,291"
2004-11-01T05:00:00.000Z,10029,10603,10010,10428,3.99,3.3,"560,753"
2004-12-01T05:00:00.000Z,10426,10868,10419,10783,3.4,2.71,"574,468"
2005-01-03T05:00:00.000Z,10784,10867,10369,10490,-2.72,-3.41,"530,193"
2005-02-01T05:00:00.000Z,10490,10853,10490,10766,2.63,1.94,"503,859"
2005-03-01T05:00:00.000Z,10769,10984,10396,10504,-2.44,-3.13,"582,012"
2005-04-01T05:00:00.000Z,10505,10569,10000,10193,-2.96,-3.66,"585,225"
2005-05-02T04:00:00.000Z,10192,10561,10076,10467,2.7,2.01,"484,300"
2005-06-01T04:00:00.000Z,10463,10656,10253,10275,-1.84,-2.53,"502,720"
2005-07-01T04:00:00.000Z,10274,10718,10175,10641,3.56,2.87,"482,122"
2005-08-01T04:00:00.000Z,10642,10719,10349,10482,-1.5,-2.19,"508,237"
2005-09-01T04:00:00.000Z,10481,10702,10351,10569,0.831,0.1391,"521,971"
2005-10-03T04:00:00.000Z,10570,10609,10156,10440,-1.22,-1.91,"582,902"
2005-11-01T05:00:00.000Z,10438,10960,10389,10806,3.5,2.81,"538,501"
2005-12-01T05:00:00.000Z,10806,10940,10709,10718,-0.8178,-1.51,"522,390"
2006-01-02T05:00:00.000Z,10718,11048,10661,10865,1.37,0.6831,"642,551"
2006-02-01T05:00:00.000Z,10862,11159,10738,10993,1.18,0.4913,"575,910"
2006-03-01T05:00:00.000Z,10993,11335,10923,11109,1.05,0.3625,"668,018"
2006-04-03T04:00:00.000Z,11113,11418,11039,11367,2.32,1.63,"558,404"
2006-05-01T04:00:00.000Z,11368,11670,11030,11168,-1.75,-2.44,"729,765"
2006-06-01T04:00:00.000Z,11169,11286,10699,11150,-0.162,-0.8538,"691,533"
2006-07-03T04:00:00.000Z,11149,11257,10683,11186,0.318,-0.3738,"554,866"
2006-08-01T04:00:00.000Z,11185,11407,11043,11381,1.75,1.06,"461,940"
2006-09-01T04:00:00.000Z,11383,11742,11324,11679,2.62,1.93,"449,489"
2006-10-02T04:00:00.000Z,11679,12167,11653,12081,3.44,2.75,"554,322"
2006-11-01T05:00:00.000Z,12080,12361,11965,12222,1.17,0.477,"472,284"
2006-12-01T05:00:00.000Z,12221,12530,12090,12463,1.97,1.28,"433,661"
2007-01-01T05:00:00.000Z,12460,12657,12337,12622,1.27,0.5802,"499,260"
2007-02-01T05:00:00.000Z,12617,12796,12086,12269,-2.8,-3.49,"434,741"
2007-03-01T05:00:00.000Z,12266,12511,11940,12354,0.6987,0.0069,"563,285"
2007-04-02T04:00:00.000Z,12355,13162,12324,13063,5.74,5.04,"481,981"
2007-05-01T04:00:00.000Z,13063,13673,13041,13628,4.32,3.63,"499,262"
2007-06-01T04:00:00.000Z,13629,13692,13252,13409,-1.61,-2.3,"522,457"
2007-07-02T04:00:00.000Z,13410,14022,13200,13212,-1.47,-2.16,"551,206"
2007-08-01T04:00:00.000Z,13211,13696,12518,13358,1.1,0.4113,"619,912"
2007-09-03T04:00:00.000Z,13358,13925,13022,13896,4.03,3.33,"432,841"
2007-10-01T04:00:00.000Z,13896,14198,13407,13930,0.2474,-0.4444,"501,093"
2007-11-01T04:00:00.000Z,13924,13924,12724,13372,-4.01,-4.7,"598,023"
2007-12-03T05:00:00.000Z,13368,13780,13092,13265,-0.7994,-1.49,"431,031"
2008-01-01T05:00:00.000Z,13262,13280,11635,12650,-4.63,-5.32,"745,982"
2008-02-01T05:00:00.000Z,12638,12768,12069,12266,-3.04,-3.73,"572,033"
2008-03-03T05:00:00.000Z,12264,12622,11732,12263,-0.0285,-0.7204,"622,902"
2008-04-01T04:00:00.000Z,12267,13010,12266,12820,4.54,3.85,"505,081"
2008-05-01T04:00:00.000Z,12818,13137,12443,12638,-1.42,-2.11,"453,079"
2008-06-02T04:00:00.000Z,12638,12638,11288,11350,-10.19,-10.89,"530,993"
2008-07-01T04:00:00.000Z,11345,11698,10828,11378,0.2468,-0.4451,"552,344"
2008-08-01T04:00:00.000Z,11380,11867,11222,11544,1.45,0.763,"357,822"
2008-09-01T04:00:00.000Z,11546,11790,10365,10851,-6,-6.69,"630,232"
2008-10-01T04:00:00.000Z,10847,10883,7882.51,9325.01,-14.06,-14.75,"831,157"
2008-11-03T05:00:00.000Z,9326.04,9653.95,7449.38,8829.04,-5.32,-6.01,"626,288"
2008-12-01T05:00:00.000Z,8826.89,9026.41,8118.5,8776.39,-0.5963,-1.29,"521,673"
2009-01-01T05:00:00.000Z,8772.25,9088.06,7909.03,8000.86,-8.84,-9.53,"626,196"
2009-02-02T05:00:00.000Z,8000.62,8315.07,7033.62,7062.93,-11.72,-12.41,"713,434"
2009-03-02T05:00:00.000Z,7056.48,7931.33,6469.95,7608.92,7.73,7.04,"1,056,106"
2009-04-01T04:00:00.000Z,7606.13,8307.51,7483.87,8168.12,7.35,6.66,"779,591"
2009-05-01T04:00:00.000Z,8167.41,8591.93,8099.31,8500.33,4.07,3.38,"673,439"
2009-06-01T04:00:00.000Z,8501.53,8877.93,8259.43,8447,-0.6274,-1.32,"552,410"
2009-07-01T04:00:00.000Z,8447.53,9246.43,8087.19,9171.61,8.58,7.89,"490,233"
2009-08-03T04:00:00.000Z,9173.65,9630.2,9116.52,9496.28,3.54,2.85,"404,219"
2009-09-01T04:00:00.000Z,9492.32,9917.99,9252.93,9712.28,2.27,1.58,"447,850"
2009-10-01T04:00:00.000Z,9711.6,10119,9430.08,9712.73,0.0046,-0.6872,"515,115"
2009-11-02T05:00:00.000Z,9712.13,10496,9678.95,10345,6.51,5.82,"381,353"
2009-12-01T05:00:00.000Z,10344,10580,10236,10428,0.8044,0.1125,"417,401"
2010-01-01T05:00:00.000Z,10431,10730,10044,10067,-3.46,-4.15,"438,803"
2010-02-01T05:00:00.000Z,10069,10439,9835.09,10325,2.56,1.87,"427,967"
2010-03-01T05:00:00.000Z,10326,10955,10326,10857,5.15,4.45,"438,852"
2010-04-01T04:00:00.000Z,10857,11258,10844,11009,1.4,0.708,"423,751"
2010-05-03T04:00:00.000Z,11010,11178,9774.48,10137,-7.92,-8.61,"560,568"
2010-06-01T04:00:00.000Z,10134,10594,9753.84,9774.02,-3.58,-4.27,"494,169"
2010-07-01T04:00:00.000Z,9773.27,10585,9614.32,10466,7.08,6.39,"419,901"
2010-08-02T04:00:00.000Z,10469,10720,9936.62,10015,-4.31,-5,"411,752"
2010-09-01T04:00:00.000Z,10016,10949,10016,10788,7.72,7.03,"376,496"
2010-10-01T04:00:00.000Z,10790,11248,10711,11118,3.06,2.37,"378,726"
2010-11-01T04:00:00.000Z,11120,11452,10929,11006,-1.01,-1.7,"380,812"
2010-12-01T05:00:00.000Z,11007,11625,11007,11578,5.19,4.5,"325,332"
2011-01-03T05:00:00.000Z,11577,12021,11574,11892,2.72,2.02,"368,174"
2011-02-01T05:00:00.000Z,11893,12391,11893,12226,2.81,2.12,"322,048"
2011-03-01T05:00:00.000Z,12226,12383,11555,12320,0.7638,0.072,"385,182"
2011-04-01T04:00:00.000Z,12321,12833,12094,12811,3.98,3.29,"332,111"
2011-05-02T04:00:00.000Z,12810,12876,12310,12570,-1.88,-2.57,"357,801"
2011-06-01T04:00:00.000Z,12569,12569,11863,12414,-1.24,-1.93,"387,645"
2011-07-01T04:00:00.000Z,12412,12754,12083,12143,-2.18,-2.88,"309,246"
2011-08-01T04:00:00.000Z,12144,12282,10604,11614,-4.36,-5.05,"620,324"
2011-09-01T04:00:00.000Z,11613,11717,10597,10913,-6.03,-6.72,"439,650"
2011-10-03T04:00:00.000Z,10912,12284,10404,11955,9.54,8.85,"390,775"
2011-11-01T04:00:00.000Z,11952,12188,11232,12046,0.7584,0.0666,"339,692"
2011-12-01T05:00:00.000Z,12046,12328,11735,12218,1.43,0.7351,"314,769"
2012-01-02T05:00:00.000Z,12221,12842,12221,12633,3.4,2.71,"298,319"
2012-02-01T05:00:00.000Z,12633,13056,12633,12952,2.53,1.83,"271,218"
2012-03-01T05:00:00.000Z,12952,13289,12735,13212,2.01,1.32,"320,339"
2012-04-02T04:00:00.000Z,13211,13297,12711,13214,0.012,-0.6798,"257,490"
2012-05-01T04:00:00.000Z,13214,13339,12312,12393,-6.21,-6.9,"305,000"
2012-06-01T04:00:00.000Z,12392,12899,12035,12880,3.93,3.23,"276,071"
2012-07-02T04:00:00.000Z,12880,13129,12492,13009,0.9984,0.3065,"257,813"
2012-08-01T04:00:00.000Z,13007,13331,12779,13091,0.6316,-0.0603,"218,351"
2012-09-03T04:00:00.000Z,13092,13653,12977,13437,2.65,1.95,"270,126"
2012-10-01T04:00:00.000Z,13438,13662,13040,13096,-2.54,-3.23,"247,259"
2012-11-01T04:00:00.000Z,13099,13291,12471,13026,-0.5412,-1.23,"268,393"
2012-12-03T05:00:00.000Z,13028,13366,12884,13104,0.6031,-0.0887,"266,673"
2013-01-01T05:00:00.000Z,13104,13970,13104,13861,5.77,5.08,"278,668"
2013-02-01T05:00:00.000Z,13861,14149,13784,14054,1.4,0.7072,"248,759"
2013-03-01T05:00:00.000Z,14054,14585,13938,14579,3.73,3.04,"254,632"
2013-04-01T04:00:00.000Z,14579,14888,14434,14840,1.79,1.1,"279,165"
2013-05-01T04:00:00.000Z,14840,15542,14687,15116,1.86,1.17,"277,151"
2013-06-03T04:00:00.000Z,15124,15340,14551,14910,-1.36,-2.05,"281,766"
2013-07-01T04:00:00.000Z,14912,15634,14859,15500,3.96,3.26,"257,304"
2013-08-01T04:00:00.000Z,15504,15658,14760,14810,-4.45,-5.14,"232,765"
2013-09-02T04:00:00.000Z,14802,15710,14777,15130,2.16,1.46,"237,152"
2013-10-01T04:00:00.000Z,15132,15721,14719,15546,2.75,2.06,"220,643"
2013-11-01T04:00:00.000Z,15558,16175,15522,16086,3.48,2.79,"182,104"
2013-12-02T05:00:00.000Z,16087,16588,15704,16577,3.05,2.36,"205,716"
2014-01-01T05:00:00.000Z,16572,16573,15618,15699,-5.3,-5.99,"217,714"
2014-02-03T05:00:00.000Z,15698,16399,15341,16322,3.97,3.28,"206,782"
2014-03-03T05:00:00.000Z,16322,16506,16047,16458,0.8329,0.1411,"209,594"
2014-04-01T04:00:00.000Z,16458,16632,16015,16581,0.7485,0.0566,"189,634"
2014-05-01T04:00:00.000Z,16580,16736,16341,16717,0.8222,0.1304,"156,427"
2014-06-02T04:00:00.000Z,16717,16978,16674,16827,0.6546,-0.0372,"112,687"
2014-07-01T04:00:00.000Z,16829,17152,16563,16563,-1.56,-2.26,"162,318"
2014-08-01T04:00:00.000Z,16562,17154,16334,17098,3.23,2.54,"140,017"
2014-09-01T04:00:00.000Z,17097,17351,16934,17043,-0.3249,-1.02,"187,054"
2014-10-01T04:00:00.000Z,17040,17396,15855,17391,2.04,1.35,"231,334"
2014-11-03T05:00:00.000Z,17391,17895,17278,17828,2.52,1.83,"143,601"
2014-12-01T05:00:00.000Z,17827,18103,17068,17823,-0.029,-0.7208,"213,783"
2015-01-01T05:00:00.000Z,17823,17952,17136,17165,-3.69,-4.38,"217,325"
2015-02-02T05:00:00.000Z,17170,18244,17038,18133,5.64,4.95,"175,125"
2015-03-02T05:00:00.000Z,18134,18289,17579,17776,-1.97,-2.66,"247,092"
2015-04-01T04:00:00.000Z,17779,18176,17585,17841,0.3623,-0.3296,"217,490"
2015-05-01T04:00:00.000Z,17859,18351,17733,18011,0.9538,0.2619,"183,245"
2015-06-01T04:00:00.000Z,18018,18189,17577,17620,-2.17,-2.86,"221,925"
2015-07-01T04:00:00.000Z,17638,18137,17399,17690,0.3993,-0.2926,"203,424"
2015-08-03T04:00:00.000Z,17697,17705,15370,16528,-6.57,-7.26,"272,632"
2015-09-01T04:00:00.000Z,16528,16933,15942,16285,-1.47,-2.16,"272,410"
2015-10-01T04:00:00.000Z,16279,17800,16014,17664,8.47,7.78,"260,670"
2015-11-02T05:00:00.000Z,17673,17978,17210,17720,0.3192,-0.3727,"229,889"
2015-12-01T05:00:00.000Z,17720,17902,17117,17425,-1.66,-2.36,"252,141"
2016-01-01T05:00:00.000Z,17405,17405,15451,16466,-5.5,-6.19,"284,407"
2016-02-01T05:00:00.000Z,16454,16796,15503,16517,0.3049,-0.387,"249,181"
2016-03-01T05:00:00.000Z,16546,17790,16546,17685,7.08,6.38,"240,776"
2016-04-01T04:00:00.000Z,17662,18168,17484,17774,0.5007,-0.1911,"209,663"
2016-05-02T04:00:00.000Z,17784,17935,17331,17787,0.0763,-0.6155,"187,903"
2016-06-01T04:00:00.000Z,17755,18016,17063,17930,0.8028,0.1109,"235,006"
2016-07-01T04:00:00.000Z,17924,18622,17713,18432,2.8,2.11,"181,659"
2016-08-01T04:00:00.000Z,18435,18668,18248,18401,-0.1701,-0.862,"169,576"
2016-09-01T04:00:00.000Z,18397,18552,17992,18308,-0.5039,-1.2,"210,121"
2016-10-03T04:00:00.000Z,18280,18400,17960,18142,-0.9052,-1.6,"179,391"
2016-11-01T04:00:00.000Z,18158,19225,17884,19124,5.41,4.72,"210,776"
2016-12-01T05:00:00.000Z,19149,19988,19139,19763,3.34,2.65,"595,247"
2017-01-02T05:00:00.000Z,19873,20126,19678,19864,0.5135,-0.1783,"648,288"
2017-02-01T05:00:00.000Z,19924,20851,19831,20812,4.77,4.08,"618,557"
2017-03-01T05:00:00.000Z,20957,21169,20413,20663,-0.716,-1.41,"694,201"
2017-04-03T04:00:00.000Z,20665,21071,20380,20941,1.34,0.6501,"539,262"
2017-05-01T04:00:00.000Z,20963,21112,20553,21009,0.3254,-0.3664,"661,356"
2017-06-01T04:00:00.000Z,21031,21535,20994,21350,1.62,0.9312,"721,458"
2017-07-03T04:00:00.000Z,21392,21930,21279,21891,2.54,1.84,"556,972"
2017-08-01T04:00:00.000Z,21961,22179,21600,21948,0.2603,-0.4316,"615,006"
2017-09-01T04:00:00.000Z,21982,22420,21710,22405,2.08,1.39,"634,214"
2017-10-02T04:00:00.000Z,22423,23485,22416,23377,4.34,3.65,"730,290"
