Date,Open,High,Low,Close,% Change,% Change vs Average,Volume
1984-05-01T04:00:00.000Z,1170.96,1188.23,1086.85,1104.84,-5.63,-6.32,0
1984-06-01T04:00:00.000Z,1105.17,1140.24,1082.05,1132.39,2.49,1.8,0
1984-07-02T04:00:00.000Z,1132.18,1136.15,1082.16,1115.28,-1.51,-2.2,0
1984-08-01T04:00:00.000Z,1115.72,1248.01,1115.39,1224.38,9.78,9.09,0
1984-09-03T04:00:00.000Z,1224.27,1244.15,1195.01,1206.71,-1.44,-2.14,0
1984-10-01T04:00:00.000Z,1206.71,1237.96,1161.44,1207.37,0.0547,-0.6371,0
1984-11-01T05:00:00.000Z,1207.71,1244.14,1184.19,1188.93,-1.53,-2.22,0
1984-12-03T05:00:00.000Z,1189.16,1220.19,1157.46,1211.57,1.9,1.21,0
1985-01-01T05:00:00.000Z,1210.14,1300.02,1180.99,1286.76,6.21,5.51,0
1985-02-01T05:00:00.000Z,1285.56,1303.11,1268.88,1284,-0.2145,-0.9063,0
1985-03-01T05:00:00.000Z,1284.01,1305.87,1246.8,1266.78,-1.34,-2.03,0
1985-04-01T05:00:00.000Z,1267.01,1287.1,1250.11,1258.05,-0.6891,-1.38,0
1985-05-01T04:00:00.000Z,1257.95,1316.87,1240.72,1315.41,4.56,3.87,0
1985-06-03T04:00:00.000Z,1315.19,1336.13,1288.42,1335.23,1.51,0.8149,0
1985-07-01T04:00:00.000Z,1335.34,1367.61,1320.45,1347.44,0.9144,0.2226,0
1985-08-01T04:00:00.000Z,1348.9,1356.52,1306,1334.01,-0.9967,-1.69,0
1985-09-02T04:00:00.000Z,1334.01,1341.4,1289.31,1328.62,-0.404,-1.1,0
1985-10-01T04:00:00.000Z,1327.61,1378.14,1319.89,1374.3,3.44,2.75,0
1985-11-01T05:00:00.000Z,1374.08,1483.03,1372.13,1472.12,7.12,6.43,0
1985-12-02T05:00:00.000Z,1472.25,1563.76,1453.44,1546.67,5.06,4.37,0
1986-01-01T05:00:00.000Z,1546.67,1577.29,1497.71,1570.98,1.57,0.8799,0
1986-02-03T05:00:00.000Z,1571.1,1720.53,1568.81,1709.05,8.79,8.1,0
1986-03-03T05:00:00.000Z,1708.49,1841.24,1671.98,1818.61,6.41,5.72,0
1986-04-01T05:00:00.000Z,1818.37,1861.91,1718.15,1783.98,-1.9,-2.6,0
1986-05-01T04:00:00.000Z,1783.73,1895.2,1751.86,1876.7,5.2,4.51,0
1986-06-02T04:00:00.000Z,1876.21,1907.6,1823.47,1892.7,0.8526,0.1607,0
1986-07-01T04:00:00.000Z,1893.1,1922.7,1741.6,1775.3,-6.2,-6.89,0
1986-08-01T04:00:00.000Z,1778.7,1918.6,1730.6,1898.3,6.93,6.24,0
1986-09-01T04:00:00.000Z,1898.3,1933.4,1733,1767.6,-6.89,-7.58,0
1986-10-01T04:00:00.000Z,1792.3,1894.7,1761.3,1877.8,6.23,5.54,0
1986-11-03T05:00:00.000Z,1884.6,1926.5,1797.1,1914.2,1.94,1.25,0
1986-12-01T05:00:00.000Z,1888.2,1971.7,1880.5,1896,-0.9508,-1.64,0
1987-01-01T05:00:00.000Z,1913.1,2214.6,1897.4,2158,13.82,13.13,0
1987-02-02T05:00:00.000Z,2163.1,2266.5,2134.4,2224,3.06,2.37,0
1987-03-02T05:00:00.000Z,2215,2399.6,2209.1,2304.7,3.63,2.94,0
1987-04-01T05:00:00.000Z,2297.4,2428.4,2180.5,2286.4,-0.794,-1.49,0
1987-05-01T04:00:00.000Z,2300.7,2380.8,2188.5,2291.6,0.2274,-0.4644,0
1987-06-01T04:00:00.000Z,2297.2,2466,2260.6,2418.5,5.54,4.85,0
1987-07-01T04:00:00.000Z,2404,2588.3,2391.3,2572.1,6.35,5.66,0
1987-08-03T04:00:00.000Z,2565.1,2746.7,2526,2663,3.53,2.84,0
1987-09-01T04:00:00.000Z,2682,2695.5,2469,2596.3,-2.5,-3.2,0
1987-10-01T04:00:00.000Z,2622.9,2662.4,1616.2,1993.5,-23.22,-23.91,0
1987-11-02T05:00:00.000Z,1993.2,2027.5,1795.3,1833.6,-8.02,-8.71,0
1987-12-01T05:00:00.000Z,1852.1,2019.6,1733.9,1938.8,5.74,5.05,0
1988-01-01T05:00:00.000Z,1992.7,2075.3,1846,1958.2,1,0.3088,"43,297"
1988-02-01T05:00:00.000Z,1963,2078.1,1878.2,2071.6,5.79,5.1,"46,433"
1988-03-01T05:00:00.000Z,2068.8,2110.9,1951.3,1988.1,-4.03,-4.72,"43,171"
1988-04-01T05:00:00.000Z,2004,2121.4,1968,2032.3,2.22,1.53,"41,358"
1988-05-02T04:00:00.000Z,2026.2,2072,1921.6,2031.1,-0.059,-0.7509,"40,522"
1988-06-01T04:00:00.000Z,2044.5,2169.1,2021.3,2141.7,5.45,4.75,"48,609"
1988-07-01T04:00:00.000Z,2134.8,2169.5,2047.3,2128.7,-0.607,-1.3,"31,892"
1988-08-01T04:00:00.000Z,2128.2,2151.9,1978.7,2031.7,-4.56,-5.25,"36,740"
1988-09-01T04:00:00.000Z,2008.9,2140.3,1988.4,2112.9,4,3.3,"33,131"
1988-10-03T04:00:00.000Z,2094.8,2195.1,2082.3,2148.7,1.69,1,"38,784"
1988-11-01T05:00:00.000Z,2153.6,2186,2026.7,2114.5,-1.59,-2.28,"33,230"
1988-12-01T05:00:00.000Z,2111.1,2193.8,2075.4,2168.6,2.56,1.87,"30,248"
1989-01-02T05:00:00.000Z,2154.5,2350.2,2127.1,2342.3,8.01,7.32,"43,780"
1989-02-01T05:00:00.000Z,2345,2369.3,2232.1,2258.4,-3.58,-4.27,"39,456"
1989-03-01T05:00:00.000Z,2265,2351.1,2234.5,2293.6,1.56,0.8668,"40,763"
1989-04-03T04:00:00.000Z,2298,2433.1,2282.1,2418.8,5.46,4.77,"36,927"
1989-05-01T04:00:00.000Z,2400.7,2521.6,2356.3,2480.2,2.54,1.85,"46,134"
1989-06-01T04:00:00.000Z,2484.7,2545,2412.9,2440.1,-1.62,-2.31,"51,736"
1989-07-03T04:00:00.000Z,2449.4,2668.3,2431.5,2660.7,9.04,8.35,"36,347"
1989-08-01T04:00:00.000Z,2658.2,2758.7,2626.3,2737.2,2.88,2.18,"47,821"
1989-09-01T04:00:00.000Z,2732.3,2766.9,2646.2,2692.8,-1.62,-2.31,"36,559"
1989-10-02T04:00:00.000Z,2713.7,2808.1,2548.7,2645,-1.78,-2.47,"54,649"
1989-11-01T05:00:00.000Z,2641.8,2718.2,2563.1,2706.2,2.31,1.62,"36,016"
1989-12-01T05:00:00.000Z,2712.8,2784.7,2658.7,2753.2,1.74,1.04,"37,131"
1990-01-01T05:00:00.000Z,2748.7,2834,2513.2,2590.5,-5.91,-6.6,"47,484"
1990-02-01T05:00:00.000Z,2594.1,2674.3,2540.9,2627.2,1.42,0.7249,"35,411"
1990-03-01T05:00:00.000Z,2621.4,2775,2607.8,2706.9,3.03,2.34,"42,816"
1990-04-02T04:00:00.000Z,2682.4,2793.4,2627.7,2656.7,-1.85,-2.55,"42,222"
1990-05-01T04:00:00.000Z,2664.6,2908.2,2651.3,2876.6,8.28,7.59,"43,896"
1990-06-01T04:00:00.000Z,2900.9,2956.9,2821.5,2880.6,0.1391,-0.5528,"43,104"
1990-07-02T04:00:00.000Z,2883.1,3024.2,2833.1,2905.4,0.8609,0.1691,"42,242"
1990-08-01T04:00:00.000Z,2909.9,2931.1,2459.4,2614.3,-10.02,-10.71,"59,141"
1990-09-03T04:00:00.000Z,2591.3,2665.3,2367.8,2452.4,-6.19,-6.88,"36,330"
1990-10-01T04:00:00.000Z,2471.2,2565.3,2344.3,2442.3,-0.4118,-1.1,"48,300"
1990-11-01T05:00:00.000Z,2442.8,2581.1,2415.5,2560.4,4.84,4.14,"38,325"
1990-12-03T05:00:00.000Z,2568.3,2662.6,2534.6,2633.6,2.86,2.17,"33,355"
1991-01-01T05:00:00.000Z,2627.2,2747.2,2448.2,2736.4,3.9,3.21,"47,502"
1991-02-01T05:00:00.000Z,2735.4,2955.2,2697,2882.1,5.32,4.63,"53,865"
1991-03-01T05:00:00.000Z,2862.6,3017.8,2829.2,2913.9,1.1,0.4115,"46,600"
1991-04-01T05:00:00.000Z,2902,3030.4,2848.5,2887.9,-0.8923,-1.58,"46,265"
1991-05-01T04:00:00.000Z,2901.5,3044.5,2834.5,3027.5,4.83,4.14,"42,685"
1991-06-03T04:00:00.000Z,3023,3057.5,2883.7,2906.8,-3.99,-4.68,"38,415"
1991-07-01T04:00:00.000Z,2925.5,3039.6,2897.4,3024.8,4.06,3.37,"36,838"
1991-08-01T04:00:00.000Z,3022.8,3068.6,2836.3,3043.6,0.6215,-0.0703,"42,405"
1991-09-02T04:00:00.000Z,3043.6,3061.1,2963.1,3016.77,-0.8815,-1.57,"37,274"
1991-10-01T04:00:00.000Z,3016.77,3091.01,2925.54,3069.1,1.73,1.04,"45,296"
1991-11-01T05:00:00.000Z,3069.1,3091.91,2869.19,2894.68,-5.68,-6.37,"38,603"
1991-12-02T05:00:00.000Z,2893.11,3187.84,2839,3168.83,9.47,8.78,"45,516"
1992-01-01T05:00:00.000Z,3168.83,3299.42,3139.09,3223.39,1.72,1.03,"55,636"
1992-02-03T05:00:00.000Z,3223.39,3293.16,3208.18,3267.66,1.37,0.6816,"41,116"
1992-03-02T05:00:00.000Z,3266.32,3299.42,3188.73,3235.46,-0.9854,-1.68,"38,704"
1992-04-01T05:00:00.000Z,3235.47,3366.5,3161,3359.12,3.82,3.13,"44,152"
1992-05-01T04:00:00.000Z,3358.45,3420.21,3324.46,3396.88,1.12,0.4323,"37,346"
1992-06-01T04:00:00.000Z,3397.39,3422.28,3254.05,3318.52,-2.31,-3,"47,550"
1992-07-01T04:00:00.000Z,3318.52,3402.96,3267.07,3393.78,2.27,1.58,"44,209"
1992-08-03T04:00:00.000Z,3393.78,3399.99,3207.37,3257.35,-4.02,-4.71,"36,336"
1992-09-01T04:00:00.000Z,3257.35,3376.49,3233.84,3271.66,0.4393,-0.2525,"43,655"
1992-10-01T04:00:00.000Z,3271.66,3280.58,3095.79,3226.28,-1.39,-2.08,"52,378"
1992-11-02T05:00:00.000Z,3224.66,3308.41,3184.67,3305.16,2.44,1.75,"45,235"
1992-12-01T05:00:00.000Z,3305.16,3352.71,3248.16,3301.11,-0.1225,-0.8144,"48,441"
1993-01-01T05:00:00.000Z,3301.11,3320.83,3231.95,3310.03,0.2702,-0.4216,"58,320"
1993-02-01T05:00:00.000Z,3310.03,3456.19,3267.07,3370.81,1.84,1.14,"57,751"
1993-03-01T05:00:00.000Z,3370.81,3482.12,3343.53,3435.11,1.91,1.22,"58,610"
